#Doc,Entidad,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15
27,Natural Language Processing,The branch of information science that deals with natural language information,"Natural language processing is a field of computer science, artificial intelligence, and linguistics concerned with the interactions between computers and human languages.","Language technology, often called human language technology, consists of natural language processing and computational linguistics on the one hand, and speech technology on the other.",A field of computer science and linguistics concerned with the interactions between computers and human (natural) languages,Field of computer science and linguistics,A field of computer science and linguistics concerned with the interactions between computers and human (natural) languages,Field concerning interaction with computers using natural languages.
27,Entity Recognizer Request Message
27,Entity Recognizer Response Message
27,Conjugator Response Message
28,Face,A specific size and style of type within a type family,"In traditional typography, a font is a particular size, weight and style of a typeface.","In typography, a typeface is a set of one or more fonts each composed of glyphs that share common design features.","A complete character set in a particular point size, in a particular typeface",Used in typesetting,Set of characters that share common design features,"The particular design of some type. A font, or a font family.","In digital typesetting, a set of glyphs in a single style, representing one or more alphabets or writing systems, or the computer code representing it.",A typeface.,"A font residing in or intended for a printer. Font cartridges are available for laser printers that allow your printer print additional fonts. Printer fonts are distinct from screen fonts, which are designed for displaying text on a computer","A graphic design applied to a collection of numbers, symbols, and characters. A font describes a certain typeface, along with other qualities such as size, spacing, and pitch.","In printing, the characters that make up printed text, the design of a set of characters (typeface), or, more loosely, the complete set of characters in a given size and style (font).","A set of characters that share common characteristics, such as stroke width and the presence or absence of serifs (short lines at the upper and lower edges of characters).","The set of available fonts representing variations of a single typeface. For example, Times Roman and Times Roman Italic are members of the same font family. When the user indicates italic, the system selects the correct italic font for the font family, with its characteristic appearance. If there is no italic font in the family, the system simply slants, or ""obliques"", the corresponding roman character.","A set of characters that share common characteristics, such as stroke width and the presence or absence of serifs (short lines at the upper and lower edges of characters).","In solid geometry, a face is a flat surface that forms part of the boundary of a solid object; a three-dimensional solid bounded exclusively by flat faces is a polyhedron.",Three-dimensional element that is part of a higher-dimensional object,A device which stores electrical power; used either singly or together in batteries; the basic unit of a battery.,Component of an electrical battery.,"A box formed by the intersection of a row and a column in a worksheet or a table, in which you enter information.",The side upon which the use of a thing depends (usually the most prominent surface of an object),Face is a 2009 Taiwanese-French film directed by Tsai Ming-liang.,A French comedy-drama film directed by Tsai Ming-liang,2009 Taiwanese-French film directed by Tsai Ming-liang,Impudent aggressiveness,Shameless confidence; boldness; effrontery.,Status in the eyes of others,The striking or working surface of an implement,The front surface of a bat.,Of a polyhedron.,Face is a 2004 Korean horror film directed by Yoo Sang-gon.,A Korean horror film directed by Yoo Sang-gon,2004 Korean horror film,A surface forming part of the outside of an object,Any surface; especially a front or outer one.,"One surface of a sheet of paper (used instead of ""page"", which can mean one or both surfaces.)","Surface, especially a front or outer one.","In geometry and computer graphics, one side of a solid object, such as a cube.",An act that avoids a loss of face (of dignity or prestige),The term face idiomatically refers to one's own sense of dignity or prestige in social contexts.,An idiom for one's honor or prestige,Sociological concept,"The communicative strategies involved in upholding face, or social prestige.",The front of the human head from the forehead to the chin and ear to ear,The face is a central organ of sense and is also very central in the expression of emotion among humans and among numerous other species.,Part of the body at the front of the head,"The front part of the head, featuring the eyes, nose, and mouth and the surrounding area.","Faces are the central sense organ complexes, for those animals that have one, normally on the ventral surface of the head.",Face  is a 2000 Japanese film directed by Junji Sakamoto.,A Japanese dark comedy film directed by Junji Sakamoto and starring Naomi Fujiyama,2000 Japanese film directed by Junji Sakamoto,Face by British-Jamaican author and poet Benjamin Zephaniah is a novel published in 1999 about a teenage boy who suffers facial injuries in a joyriding accident.,A novel by Benjamin Zephaniah,Novel by Benjamin Zephaniah,"The Face is a fictional character, a comic book superhero that appeared in 1940s comics during what historians and fans call the Golden Age of Comic Books.",A Columbia Comics superhero,Superhero from Columbia Comics,"The ancient Egyptian Face hieroglyph, Gardiner sign listed no.",Egyptian hieroglyph,Face is a British crime drama directed by Antonia Bird and written by Ronan Bennett.,A British crime drama film directed by Antonia Bird,1997 British crime drama,"Nick Jr. was a programming block on the Nickelodeon television channel, seen on Nickelodeon weekday mornings.",A block of programming on the Nickelodeon channel,Programming block on the Nickelodeon television channel,"Deeper Than Rap is the third studio album by American rapper Rick Ross, released April 21, 2009 on his label Maybach Music Group and Slip-n-Slide Records, with distribution from Def Jam Recordings.",A contorted facial expression,One's facial expression.,"In professional wrestling, a face or babyface is a heroic or a ""good guy"" wrestler, booked by the promotion to be cheered by fans.","A hero-character, meant to appeal to wrestling-fans","""good guy"" in professional wrestling",A vertical surface of a building or cliff,A part of a person that is used to refer to a person,The part of an animal corresponding to the human face,The mouth.,Slang: the mouth.,"Face are a Boulder, Colorado-based ""all-vocal rock band,"" or a cappella group performing mostly rock music.","An American all-male rock a cappella group, featured on The Sing Off, a television singing competition",A cappella rock band,"In mining, the face is the surface where the mining work is advancing.",The surface where the mining work is advancing,Mining term for the surface where the mining work is advancing,The general outward appearance of something,The public image; outward appearance.,"Lieutenant Templeton Arthur Peck, played by Dirk Benedict, is a fictional character and one of the four protagonists of the 1980s action-adventure television series The A-Team A recognized war hero, he is often referred to as Faceman.",Fictional character from the TV series The A-Team,The feelings expressed on a person's face,A facial expression is one or more motions or positions of the muscles beneath the skin of the face.,A movement of the face that conveys emotional state,A facial appearance usually associated with an emotion.,One's appearance or expression.,"The expression or countenance that seems to an onlooker to be represented by the appearance of a person's face, resulting from specific use of that person's facial muscles.",A facial expression.,A specific facial expression,Facial expression is the combination of motions or positions of the muscles in the skin that conveys the emotional state of the individual to observers.
28,Groups Request Message
28,Groups Response Message
28,Speaker Request Message
38,ASCII,(computer science) a code for information exchange between computers made by different companies; a string of 7 binary digits represents each character; used in most microcomputers,"ASCII, abbreviated from American Standard Code for Information Interchange, is a character-encoding scheme.",The US variant of 7-bit encoding system,Character-encoding scheme originally based on the English alphabet,American Standard Code for Information Interchange.,"A 7-bit character set and character encoding, abbreviated ASCII. Based on the Roman alphabet as used in modern English, the code is employed almost universally on computing machinery.","A standard single-byte character encoding scheme used for text-based data. ASCII uses designated 7-bit or 8-bit number combinations to represent either 128 or 256 possible characters. Standard ASCII uses 7 bits to represent all uppercase and lowercase letters, the numbers 0 through 9, punctuation marks, and special control characters used in U.S. English. Most current x86-based systems support the use of extended (or ""high"") ASCII. Extended ASCII allows the eighth bit of each character to identify an additional 128 special symbol characters, foreign-language letters, and graphic symbols.","A standard single-byte character encoding scheme used for text-based data. ASCII uses designated 7-bit or 8-bit number combinations to represent either 128 or 256 possible characters. Standard ASCII uses 7 bits to represent all uppercase and lowercase letters, the numbers 0 through 9, punctuation marks, and special control characters used in U.S. English. Most current x86-based systems support the use of extended (or ""high"") ASCII. Extended ASCII allows the eighth bit of each character to identify an additional 128 special symbol characters, foreign-language letters, and graphic symbols.",The Amsterdam Subversive Center for Information Interchange was a squatted communication laboratory in the Dutch city of Amsterdam.,Dutch computing project,"ASCII Corporation was a publishing company based in Tokyo, Japan.","Publishing company based in Tokyo, Japan"
38,Ascii,(computer science) a code for information exchange between computers made by different companies; a string of 7 binary digits represents each character; used in most microcomputers,"ASCII, abbreviated from American Standard Code for Information Interchange, is a character-encoding scheme.",The US variant of 7-bit encoding system,Character-encoding scheme originally based on the English alphabet,American Standard Code for Information Interchange.,"A 7-bit character set and character encoding, abbreviated ASCII. Based on the Roman alphabet as used in modern English, the code is employed almost universally on computing machinery.","A standard single-byte character encoding scheme used for text-based data. ASCII uses designated 7-bit or 8-bit number combinations to represent either 128 or 256 possible characters. Standard ASCII uses 7 bits to represent all uppercase and lowercase letters, the numbers 0 through 9, punctuation marks, and special control characters used in U.S. English. Most current x86-based systems support the use of extended (or ""high"") ASCII. Extended ASCII allows the eighth bit of each character to identify an additional 128 special symbol characters, foreign-language letters, and graphic symbols.","A standard single-byte character encoding scheme used for text-based data. ASCII uses designated 7-bit or 8-bit number combinations to represent either 128 or 256 possible characters. Standard ASCII uses 7 bits to represent all uppercase and lowercase letters, the numbers 0 through 9, punctuation marks, and special control characters used in U.S. English. Most current x86-based systems support the use of extended (or ""high"") ASCII. Extended ASCII allows the eighth bit of each character to identify an additional 128 special symbol characters, foreign-language letters, and graphic symbols.",The Amsterdam Subversive Center for Information Interchange was a squatted communication laboratory in the Dutch city of Amsterdam.,Dutch computing project,"ASCII Corporation was a publishing company based in Tokyo, Japan.","Publishing company based in Tokyo, Japan"
38,Figlet Styles Response Message
38,Cowsay Styles Request Message
38,Cowsay Styles Response Message
39,Dynamics,(music) loud,"In music, dynamics normally refers to the volume of a sound or note, but can also refer to every aspect of the execution of a given piece, either stylistic or functional.","A musical dynamic range (Italian for ""medium-strong"")",A passage in music to be played loudly; a loud section of music.,(music) a gradual decrease in loudness,"In music, dynamics normally refers to the volume of a sound or note, but can also refer to every aspect of the execution of a given piece, either stylistic or functional.","A musical dynamic range (Italian for ""medium-strong"")",(music) low loudness,"In music, dynamics normally refers to the volume of a sound or note, but can also refer to every aspect of the execution of a given piece, either stylistic or functional.","A musical dynamic range (Italian for ""medium-strong"")",The branch of mechanics concerned with the forces that cause motions of bodies,"Dynamics is a branch of physics concerned with the study of forces and torques and their effect on motion, as opposed to kinematics, which studies the motion of objects without reference to its causes.",The branch of mechanics that is concerned with the effects of forces on the motion of objects.,A branch of mechanics.,Dynamics is the second studio album by American synthpop duo Holy Ghost!.,(music) a gradual increase in loudness,"In music, dynamics normally refers to the volume of a sound or note, but can also refer to every aspect of the execution of a given piece, either stylistic or functional.","A musical dynamic range (Italian for ""medium-strong"")",The climax of a gradual increase.,Figuratively: gradual increase.
39,Sentiment Analysis and Opinion Mining Simple
40,Request Message
41,Dependency Response Message
41,Project Request Message
41,Project Response Message
45,Recipe Data Request Message
45,Recipe Data Response Message
45,Similar Recipes Response Message
45,Similar Recipes
45,Ingredients Request Message map Ingredients Response Message map Ingredients
45,Information Request Message
45,Information Response Message
45,Nutrition Request Message
45,Nutrition Response Message
46,Authentication Response Message
46,Views Request Message
46,Views Response Message
46,Picks Request Message top Picks Response Message top Picks
47,Carma,"Carma Technology Corporation is a real-time transportation technology company headquartered in Cork, Ireland.","A transportation technology company (formerly known as Avego), based in Cork, Ireland"
47,Carma,"Carma Technology Corporation is a real-time transportation technology company headquartered in Cork, Ireland.","A transportation technology company (formerly known as Avego), based in Cork, Ireland"
47,Carma,"Carma Technology Corporation is a real-time transportation technology company headquartered in Cork, Ireland.","A transportation technology company (formerly known as Avego), based in Cork, Ireland"
47,Carma,"Carma Technology Corporation is a real-time transportation technology company headquartered in Cork, Ireland.","A transportation technology company (formerly known as Avego), based in Cork, Ireland"
47,Carma,"Carma Technology Corporation is a real-time transportation technology company headquartered in Cork, Ireland.","A transportation technology company (formerly known as Avego), based in Cork, Ireland"
48,Assessment Request Message
48,Assessment Response Message
48,An Object Response Message
48,Assessment Request Message
48,An Assessment Response Message
48,An Object Response Message
48,All Modules
48,Existing Assessment Request Message
48,Existing Assessment Response Message
48,Assessment Request Message
48,Assessment Response Message
48,An Object Response Message
50,Data Commons
50,Request Message
52,Request Message ips Response Message
54,Systembolaget,Systembolaget is a government owned chain of liquor stores in Sweden.
56,Bitcoin Atms Request Message
56,Bitcoin Atms Response Message
56,Bitcoin Atms Request Message xml Number Of Bitcoin Atms Response Message
57,Wikipedia,Wikipedia: The Missing Manual is a 2008 book by John Broughton.,2008 book,The English Wikipedia is the English-language edition of the free online encyclopedia Wikipedia.,"English language edition of Wikipedia, the free encyclopedia",A version of the encyclopedia Wikipedia (a free-content online encyclopedia) in a particular language.,"The history of wikis is generally dated from 1994, when Ward Cunningham gave the name ""WikiWikiWeb"" to the knowledge base, which ran on his company's website at c2.",274301 Wikipedia is an asteroid orbiting in the asteroid belt.,Main belt asteroid,A main-belt asteroid (No. 274301).,"Wikipedia is a free-access, free content Internet encyclopedia, supported and hosted by the non-profit Wikimedia Foundation.",Chinese name of Wikipedia.,Free online encyclopedia that anyone can edit,"The free-content online encyclopedia founded in 2001, collaboratively developed over the World Wide Web (all language versions combined).",Wikipedia,"Wikipedia is a Web-based, freely editable encyclopedia by the non-profit Wikimedia Foundation.",Wikipedia for World Heritage refers to the efforts put forth to get Wikipedia listed as a UNESCO World Heritage Site.
57,Gutenberg th Century Books See
57,Directory Request Message api Directory Response Message
57,Details Response Message
58,Recognition Nudity
58,Recognition Nudity
58,XML,Extensible Markup Language is a markup language that defines a set of rules for encoding documents in a format which is both human-readable and machine-readable.,Markup language for encoding documents,A set of rules for encoding documents in machine-readable form.,It is a flexible text format for creating structured computer documents in machine-readable form.,Extensible markup language.,A markup language for describing and exchanging structured data in a format that is independent of operating systems and applications. XML is a World Wide Web Consortium (W3C) specification and is a subset of Standard Generalized Markup Language (SGML).,A markup language for describing and exchanging structured data in a format that is independent of operating systems and applications. XML is a World Wide Web Consortium (W3C) specification and is a subset of Standard Generalized Markup Language (SGML).
60,IOC,"The International Olympic Committee is a Swiss non-profit, non-governmental organization based in Lausanne, Switzerland, created by Pierre, Baron de Coubertin, on 23 June 1894 with Demetrios Vikelas as its first president.",Ruling body of the Olympic movement,International Olympic Committee.,Initialism of International Olympic Committee.
60,Port Type api Public Symbol Orderbook Request Message api Public Symbol Orderbook Response Message api Public Symbol Orderbook
60,Public Symbol Ticker Request Message api Public Symbol Ticker Response Message api Public Symbol Ticker api Public Symbol Trades Request Message api Public Symbol Trades Response Message api Public Symbol Trades api Public Symbols Request Message api Public Symbols Response Message api Public Symbols api Public Time Request Message api Public Time Response Message api Public Time
61,Object Request Message get Object Response Message get Object
61,Objects Request Message get Objects Response Message get Objects
61,Request Message jobs Response Message
62,Data Response Message meta Data
63,Seismology Port Type
63,Request Message
64,Entity Value Request Message add Entity Value Response Message add Entity Value
64,Intent Request Message
64,Intent Response Message
64,Entity Request Message
64,Entity Response Message
64,Entity Value Request Message
64,Entity Request Message new Entity Response Message new Entity
65,Image Data Request Message get Image Data Response Message get Image Data
65,Template Request Message get Passes For Template Response Message get Passes For Template
65,Template Field Names Request Message get Template Field Names Response Message get Template Field Names
65,Template Field Names Full Request Message get Template Field Names Full Response Message get Template Field Names Full
65,Template Request Message
65,Template Response Message
67,ID get Questionnaires Request Message get Questionnaires Response Message get Questionnaires
69,Php Request Message
70,ATranslation Request Message get ATranslation Response Message
71,NLP,The branch of information science that deals with natural language information,"Natural language processing is a field of computer science, artificial intelligence, and linguistics concerned with the interactions between computers and human languages.","Language technology, often called human language technology, consists of natural language processing and computational linguistics on the one hand, and speech technology on the other.",A field of computer science and linguistics concerned with the interactions between computers and human (natural) languages,Field of computer science and linguistics,A field of computer science and linguistics concerned with the interactions between computers and human (natural) languages,Field concerning interaction with computers using natural languages.
71,Indexing Result Request Message get Indexing Result Response Message
72,NLP,The branch of information science that deals with natural language information,"Natural language processing is a field of computer science, artificial intelligence, and linguistics concerned with the interactions between computers and human languages.","Language technology, often called human language technology, consists of natural language processing and computational linguistics on the one hand, and speech technology on the other.",A field of computer science and linguistics concerned with the interactions between computers and human (natural) languages,Field of computer science and linguistics,A field of computer science and linguistics concerned with the interactions between computers and human (natural) languages,Field concerning interaction with computers using natural languages.
72,Gender Disambiguation Response Message
73,Languages Request Message
73,Languages Response Message
74,Recognition Rapi
74,Recognition Rapi Port Type
75,Text Sentiment Analysis
75,Ita Request Message api Ita Response Message
77,Alchemy,Studio album by Phil Thornton,Alchemy is a novel for older children by the New Zealand author Margaret Mahy.,Novel released in 2004,The Elder Scrolls is a series of action role-playing open world fantasy video games primarily developed by Bethesda Game Studios and published by Bethesda Softworks.,Known as Bosmers,Alchemy is a burn event operated according to the 10 Principles of Burning Man held annually in the early fall.,"A regional Burning Man event at La Fayette, Georgia, USA","CrossBridge is an open-source toolset developed by Adobe Systems, that cross-compiles C and C + + code to run in Adobe Flash Player or Adobe AIR.",Alchemy is an album released in 1969 by the Third Ear Band.,Album released in 1969 by the Third Ear Band,Fullmetal Alchemist is a Japanese manga series written and illustrated by Hiromu Arakawa.,Manga and anime series,Media series,"Alchemy is the debut solo album of Television guitarist, Richard Lloyd.",Solo album by Richard Lloyd released in 1979,The Alchemy is a low power microprocessor design developed by Alchemy Semiconductor implementing the MIPS32 instruction set by MIPS Technologies.,Processor family that uses MIPS architecture,Alchemy is Leah Andreone's second full length album.,Full length album by Leah Andreone,Vector graphics drawing program,Alchemy is a fictional British mutant in the Marvel Comics universe.,A Marvel character,Fictional British mutant in the Marvel Comics universe,Alchemy is a 2005 film starring Tom Cavanagh and Sarah Chalke.,2005 film starring Sarah Chalke and Tom Cavanagh,Alchemy and chemistry in Islam refers to the study of both traditional alchemy and early practical chemistry by scholars in the medieval Islamic world.,A pseudoscientific forerunner of chemistry in medieval times,"Alchemy is an influential philosophical tradition whose practitioners have, from antiquity, claimed it to be the precursor to profound powers.","Also known as Chrysopoeia, turning inexpensive metals, such as lead, into gold","Ancient branch of natural philosophy, the modern chemistry and pharmacology","The ancient search for a universal panacea, and of the philosopher's stone, that eventually developed into chemistry.","Alchemy refers to a range of philosophies and ancient practices which seek to prepare or develop the ""elixir of Life"" or ""immortality"" or ""longevity"" using the philosophers' stone, accomplish the transmutation of base substances into gold, and attain ultimate wisdom.",Alchemy is an album released by guitarist Yngwie J. Malmsteen in 1999.,Album released by guitarist Yngwie J. Malmsteen in 1999,The way two individuals relate to each other,Interpersonal attraction is the attraction between people which leads to friendships and romantic relationships.,The attraction between people which leads to friendships and romantic relationships,The mutual attraction between two people; rapport.,Mutual attraction between two people.,Alchemy is a computer puzzle game from PopCap Games.,Computer puzzle game from PopCap Games
77,Alchemy,Studio album by Phil Thornton,Alchemy is a novel for older children by the New Zealand author Margaret Mahy.,Novel released in 2004,The Elder Scrolls is a series of action role-playing open world fantasy video games primarily developed by Bethesda Game Studios and published by Bethesda Softworks.,Known as Bosmers,Alchemy is a burn event operated according to the 10 Principles of Burning Man held annually in the early fall.,"A regional Burning Man event at La Fayette, Georgia, USA","CrossBridge is an open-source toolset developed by Adobe Systems, that cross-compiles C and C + + code to run in Adobe Flash Player or Adobe AIR.",Alchemy is an album released in 1969 by the Third Ear Band.,Album released in 1969 by the Third Ear Band,Fullmetal Alchemist is a Japanese manga series written and illustrated by Hiromu Arakawa.,Manga and anime series,Media series,"Alchemy is the debut solo album of Television guitarist, Richard Lloyd.",Solo album by Richard Lloyd released in 1979,The Alchemy is a low power microprocessor design developed by Alchemy Semiconductor implementing the MIPS32 instruction set by MIPS Technologies.,Processor family that uses MIPS architecture,Alchemy is Leah Andreone's second full length album.,Full length album by Leah Andreone,Vector graphics drawing program,Alchemy is a fictional British mutant in the Marvel Comics universe.,A Marvel character,Fictional British mutant in the Marvel Comics universe,Alchemy is a 2005 film starring Tom Cavanagh and Sarah Chalke.,2005 film starring Sarah Chalke and Tom Cavanagh,Alchemy and chemistry in Islam refers to the study of both traditional alchemy and early practical chemistry by scholars in the medieval Islamic world.,A pseudoscientific forerunner of chemistry in medieval times,"Alchemy is an influential philosophical tradition whose practitioners have, from antiquity, claimed it to be the precursor to profound powers.","Also known as Chrysopoeia, turning inexpensive metals, such as lead, into gold","Ancient branch of natural philosophy, the modern chemistry and pharmacology","The ancient search for a universal panacea, and of the philosopher's stone, that eventually developed into chemistry.","Alchemy refers to a range of philosophies and ancient practices which seek to prepare or develop the ""elixir of Life"" or ""immortality"" or ""longevity"" using the philosophers' stone, accomplish the transmutation of base substances into gold, and attain ultimate wisdom.",Alchemy is an album released by guitarist Yngwie J. Malmsteen in 1999.,Album released by guitarist Yngwie J. Malmsteen in 1999,The way two individuals relate to each other,Interpersonal attraction is the attraction between people which leads to friendships and romantic relationships.,The attraction between people which leads to friendships and romantic relationships,The mutual attraction between two people; rapport.,Mutual attraction between two people.,Alchemy is a computer puzzle game from PopCap Games.,Computer puzzle game from PopCap Games
77,Alchemy,Studio album by Phil Thornton,Alchemy is a novel for older children by the New Zealand author Margaret Mahy.,Novel released in 2004,The Elder Scrolls is a series of action role-playing open world fantasy video games primarily developed by Bethesda Game Studios and published by Bethesda Softworks.,Known as Bosmers,Alchemy is a burn event operated according to the 10 Principles of Burning Man held annually in the early fall.,"A regional Burning Man event at La Fayette, Georgia, USA","CrossBridge is an open-source toolset developed by Adobe Systems, that cross-compiles C and C + + code to run in Adobe Flash Player or Adobe AIR.",Alchemy is an album released in 1969 by the Third Ear Band.,Album released in 1969 by the Third Ear Band,Fullmetal Alchemist is a Japanese manga series written and illustrated by Hiromu Arakawa.,Manga and anime series,Media series,"Alchemy is the debut solo album of Television guitarist, Richard Lloyd.",Solo album by Richard Lloyd released in 1979,The Alchemy is a low power microprocessor design developed by Alchemy Semiconductor implementing the MIPS32 instruction set by MIPS Technologies.,Processor family that uses MIPS architecture,Alchemy is Leah Andreone's second full length album.,Full length album by Leah Andreone,Vector graphics drawing program,Alchemy is a fictional British mutant in the Marvel Comics universe.,A Marvel character,Fictional British mutant in the Marvel Comics universe,Alchemy is a 2005 film starring Tom Cavanagh and Sarah Chalke.,2005 film starring Sarah Chalke and Tom Cavanagh,Alchemy and chemistry in Islam refers to the study of both traditional alchemy and early practical chemistry by scholars in the medieval Islamic world.,A pseudoscientific forerunner of chemistry in medieval times,"Alchemy is an influential philosophical tradition whose practitioners have, from antiquity, claimed it to be the precursor to profound powers.","Also known as Chrysopoeia, turning inexpensive metals, such as lead, into gold","Ancient branch of natural philosophy, the modern chemistry and pharmacology","The ancient search for a universal panacea, and of the philosopher's stone, that eventually developed into chemistry.","Alchemy refers to a range of philosophies and ancient practices which seek to prepare or develop the ""elixir of Life"" or ""immortality"" or ""longevity"" using the philosophers' stone, accomplish the transmutation of base substances into gold, and attain ultimate wisdom.",Alchemy is an album released by guitarist Yngwie J. Malmsteen in 1999.,Album released by guitarist Yngwie J. Malmsteen in 1999,The way two individuals relate to each other,Interpersonal attraction is the attraction between people which leads to friendships and romantic relationships.,The attraction between people which leads to friendships and romantic relationships,The mutual attraction between two people; rapport.,Mutual attraction between two people.,Alchemy is a computer puzzle game from PopCap Games.,Computer puzzle game from PopCap Games
78,Models Request Message
78,Models Response Message
81,SNCF,SNCF is France's national state-owned railway company and manages the rail traffic in France and the Principality of Monaco.,France's national state-owned railway company
81,Transilien,The Transilien is the brand name for suburban railway services of the SNCF-owned railway network operating within the Île-de-France région.,Railway and brand name
81,Refresh Request Message
81,Refresh Response Message
81,Times Request Message
81,Times Response Message
81,Times,"Times New Roman is a serif typeface commissioned by the British newspaper The Times in 1931, created by Victor Lardent at the English branch of Monotype.",A serif typeface,Canonical serif font,A more or less definite period of time now or previously present,"The Tournament In Management and Engineering Skills is the only European-wide business case competition of its kind, and has been organised since 1994.",The multiplication sign or times sign is the symbol ×.,Mathematical symbol ×,A multiplication sign.,Any symbol (in particular × or · or *) used to denote the operation of multiplication.,Symbol denoting multiplication.,An arithmetic operation that is the inverse of division; the product of two numbers is computed,"Multiplication is the third basic mathematical operation of arithmetic, the others being addition, subtraction and division.",An elementary arithmetic operation.,Mathematical operation,"The process of computing the sum of a number with itself a specified number of times, or any other analogous binary operation that combines other mathematical objects.<!--",The times are the circumstances of a certain period or era in time.,The Times is a British daily national newspaper based in London.,"British newspaper, founded 1785",The Times is a daily morning newspaper published in London.
81,Times Request Message
81,Times Response Message
81,Times,"Times New Roman is a serif typeface commissioned by the British newspaper The Times in 1931, created by Victor Lardent at the English branch of Monotype.",A serif typeface,Canonical serif font,A more or less definite period of time now or previously present,"The Tournament In Management and Engineering Skills is the only European-wide business case competition of its kind, and has been organised since 1994.",The multiplication sign or times sign is the symbol ×.,Mathematical symbol ×,A multiplication sign.,Any symbol (in particular × or · or *) used to denote the operation of multiplication.,Symbol denoting multiplication.,An arithmetic operation that is the inverse of division; the product of two numbers is computed,"Multiplication is the third basic mathematical operation of arithmetic, the others being addition, subtraction and division.",An elementary arithmetic operation.,Mathematical operation,"The process of computing the sum of a number with itself a specified number of times, or any other analogous binary operation that combines other mathematical objects.<!--",The times are the circumstances of a certain period or era in time.,The Times is a British daily national newspaper based in London.,"British newspaper, founded 1785",The Times is a daily morning newspaper published in London.
81,Names Request Message
84,Transform  Request Message d Transform  Response Message
86,Shop  Shop
86,Confirmsync Request Message
86,Confirmsync Response Message
86,Confirmsync
86,Getbyid Request Message
86,Getbyid Response Message
86,Getnotsync Request Message
86,Getnotsync Response Message
86,Setprofile Request Message
86,Setprofile Response Message
86,Confirmsync Request Message
86,Confirmsync Response Message
86,Confirmsync
86,Getnotsync Request Message
86,Getnotsync Response Message
86,Cancelorder Request Message
86,Cancelorder Response Message
86,Confirmsync Request Message
86,Confirmsync Response Message
86,Confirmsync
86,Doneorder Request Message
86,Doneorder Response Message
86,Getbyid Request Message
86,Getbyid Response Message
86,Getbyname Request Message
86,Getbyname Response Message
86,Getnotsync Request Message
86,Getnotsync Response Message
86,Getnotsync
86,Restoreorder Request Message
86,Restoreorder Response Message
86,Confirmsync Request Message
86,Confirmsync Response Message
86,Confirmsync
86,Getnotsync Request Message
86,Getnotsync Response Message
86,Getnotsync
86,Confirmsync Request Message
86,Confirmsync Response Message
86,Confirmsync
86,Getbyid Request Message
86,Getbyid Response Message
86,Getnotsync Request Message
86,Getnotsync Response Message
92,tata docomo,"Tata DOCOMO is an Indian cellular service provider on the GSM, CDMA and platform-arising out of the strategic joint venture between Tata Teleservices and NTT Docomo in November 2008."
94,Request Message merchant Response Message
